Frequency,M,Station,On,Off,Language,Site,TX Country,Days,Target,Power,Azimuth,Origin,Source
9730000,AM,China Radio International,1200,1300,English,Kunming,China,1234567,,100,225,China,HFCC
9730000,AM,China Radio International,1300,1400,English,Nanning,China,1234567,,100,142,China,HFCC
9730000,AM,China Radio International,1400,1500,Standard Chinese,Kashi,China,1234567,,100,174,China,HFCC
9730000,AM,China Radio International,1600,1700,Russian,Shijiazhuang,China,1234567,,500,315,China,HFCC
9730000,AM,For new organization,1700,1800,English,Sofia,Bulgaria,1234567,,250,30,Bulgaria,HFCC
9730000,AM,China Radio International,1900,2000,Portuguese,Kashi,China,1234567,,500,298,China,HFCC
9735000,AM,CNR 1 Jamming,1200,1230,Chinese,Qiqihar 2021,China,1234567,,100,203,CNR1 Jam.a26,Aoki
9735000,AM,R.TAIWAN INT.,1200,1230,Cantonese,Paochung,Taiwan,1234567,,100,225,RTI a26,Aoki
9735000,AM,R.TAIWAN INT.,1230,1300,Hakka,Paochung,Taiwan,1234567,,100,225,RTI a26,Aoki
9735000,,CNR1 Jammer/Firedrake,1200,1230,M,,China,,Far East,,,China,EiBi
9735000,,Radio Taiwan Int.,1200,1230,CA,,Taiwan,,Indonesia,,,Taiwan,EiBi
9735000,,Radio Taiwan Int.,1230,1300,HK,,Taiwan,,Indonesia,,,Taiwan,EiBi
9735000,AM,Media Broadcast GmbH,0500,0530,Multiple languages,Nauen,Germany,6,,250,120,Germany,HFCC
9735000,AM,China National Radio,1200,1230,Chinese,Qiqihar,China,1234567,,100,203,China,HFCC
9740000,AM,CHINA RADIO INTERNATIONAL,1400,1457,Sinhala,Jinhua 831,China,1234567,,500,258,CRI a26,Aoki
9740000,AM,KBS WORLD RADIO,1600,1700,Korean,Kimjae,South Korea,1234567,,250,290,KBS a26,Aoki
9740000,AM,KBS WORLD RADIO,1700,1800,Spanish,Kimjae,South Korea,1234567,,250,290,KBS a26,Aoki
9740000,AM,R.ROMANIA INT.,2030,2057,English,Galbeni-Bacau,Romania,1234567,,300,300,RRO a26 alt,Aoki
9740000,AM,R.ROMANIA INT.,2200,2257,English,Galbeni-Bacau,Romania,1234567,,300,300,RRO a26,Aoki
9740000,AM,R.TAIWAN INT.,1100,1158,Japanese,Paochung,Taiwan,1234567,,100,45,RTI a26,Aoki
9740000,AM,ALL INDIA RADIO,0300,0430,Baluchi,Delhi (Kingsway),India,1234567,,100,282,AIR a26,Aoki
9740000,AM,ALL INDIA RADIO,0430,0600,Pashto,Delhi (Kingsway),India,1234567,,100,282,AIR a26,Aoki
9740000,AM,R.ROMANIA INT.,0357,0457,Romanian,Galbeni-Bacau,Romania,1234567,,300,285,RRO a26,Aoki
9740000,,China Radio Int.,1400,1500,SI,,China,,Sri Lanka,,,China,EiBi
9740000,,AIR Akashvani Ext.Sce,0300,0430,BC,,India,,Pakistan,,,India,EiBi
9740000,,AIR Akashvani Ext.Sce,0430,0600,DR,,India,,Afghanistan,,,India,EiBi
9740000,,IRIB Voice of I.R.Iran,1820,1920,HA,,Iran,,West Africa,,,Iran,EiBi
9740000,,KBS World Radio,1600,1700,K,,South Korea,,Middle East,,,South Korea,EiBi
9740000,,KBS World Radio,1700,1800,S,,South Korea,,Europe,,,South Korea,EiBi
9740000,,Radio Romania Int.,0400,0500,RO,,Romania,,West Europe,,,Romania,EiBi
9740000,,Radio Romania Int.,2030,2100,E,,Romania,,West Europe,,,Romania,EiBi
9740000,,Radio Romania Int.,2200,2300,E,,Romania,,West Europe,,,Romania,EiBi
9740000,,Radio Taiwan Int.,1100,1200,J,,Taiwan,,Japan,,,Taiwan,EiBi
9740000,AM,All India Radio,0300,0430,Baluchi,Delhi,India,1234567,,100,282,India,HFCC
9740000,AM,Radio Romania International,0400,0500,Romanian,Galbeni,Romania,1234567,,300,285,Romania,HFCC
9740000,AM,All India Radio,0430,0600,Pushto,Delhi,India,1234567,,100,282,India,HFCC
9740000,AM,China Radio International,1400,1500,Sinhala,Jinhua,China,1234567,,500,258,China,HFCC
9740000,AM,Korean Broadcasting System,1500,1700,Korean,Kimjae,Korea (Rep. of),1234567,,250,290,Korea (Rep. of),HFCC
9740000,AM,Radio Russia,1600,1800,Russian,Novosibirsk,Russia,1234567,,250,180,Russia,HFCC
9740000,AM,Korean Broadcasting System,1700,1900,Spanish,Kimjae,Korea (Rep. of),1234567,,250,290,Korea (Rep. of),HFCC
9740000,AM,Islamic Republic of Iran Broadcasting,1820,1920,Hausa,Sirjan,Iran (Islamic Rep. of),1234567,,500,257,Iran (Islamic Rep. of),HFCC
9740000,AM,Radio Romania International,2030,2100,English,Galbeni,Romania,1234567,,300,300,Romania,HFCC
9740000,AM,Radio Romania International,2200,2300,English,Galbeni,Romania,1234567,,300,300,Romania,HFCC
9745000,AM,CHINA RADIO INTERNATIONAL,1930,2027,Esperanto,Urumqi Hutubi 201,TKS,1234567,,500,308,CRI a26,Aoki
9745000,AM,CNR 7 Radio The Great Bay,2055,0100,Cantonese,Kashi-Saibagh 2022,TKS,1234567,,450,106,CNR7/GBA a26=13770,Aoki
9745000,,China Radio Int.,1930,2030,EO,,China,,Europe,,,China,EiBi
9745000,,CNR 7 Greater Bay Area,0000,0100,CA,,China,,China,,,China,EiBi
9745000,,CNR 7 Greater Bay Area,2055,2400,CA,,China,,China,,,China,EiBi
9745000,AM,China Radio International,1930,2030,Esperanto,Kashi,China,1234567,,500,294,China,HFCC
9745000,AM,China National Radio,2055,0100,Chinese,Kashi,China,1234567,,450,106,China,HFCC
9750000,AM,IBRA MEDIA/Radio Ibrahim,1730,1800,xst/Silte,Al-Dhabbiya,United Arab Emirates,1234567,,250,225,IBRA a26 ENC,Aoki
9750000,AM,NHK WORLD RADIO JAPAN,0800,0830,Korean,Ibaragi-Koga-Yamata,Japan,1234567,,300,290,NHK a26,Aoki
9750000,AM,NHK WORLD RADIO JAPAN,0955,1350,Japanese,Ibaragi-Koga-Yamata,Japan,1234567,,300,290,NHK a26,Aoki
9750000,AM,PBS Nei Menggu,0000,0300,Mongolian,Hohhot 839,China,1234567,,50,36,NMRB a26,Aoki
9750000,AM,PBS Nei Menggu (CNR8),0300,0400,Mongolian,Hohhot 839,China,1234567,,50,36,NMRB a26,Aoki
9750000,AM,PBS Nei Menggu,0400,0600,Mongolian,Hohhot 839,China,1234567,,50,36,NMRB a26,Aoki
9750000,AM,PBS Nei Menggu,0600,0950,Mongolian,Hohhot 839,China,12.4567,,50,36,NMRB a26,Aoki
9750000,AM,PBS Nei Menggu,0950,1605,Mongolian,Hohhot 839,China,1234567,,50,36,NMRB a26,Aoki
9750000,AM,PBS Nei Menggu,2150,2400,Mongolian,Hohhot 839,China,1234567,,50,36,NMRB a26,Aoki
9750000,AM,VOICE OF TURKEY,1830,1925,English,Emirler,Turkey,1234567,,500,310,TRT a26,Aoki
9750000,,PBS Nei Menggu,0600,0950,MO,,China,We-Mo,China,,,China,EiBi
9750000,,PBS Nei Menggu,0950,1605,MO,,China,,China,,,China,EiBi
9750000,,PBS Nei Menggu,2150,0600,MO,,China,,China,,,China,EiBi
9750000,,BBC,0000,0100,E,,Uzbekistan relay,Th-Sa,South Asia,,,United Kingdom,EiBi
9750000,,BBC,0000,0200,E,,Uzbekistan relay,,South Asia,,,United Kingdom,EiBi
9750000,,BBC,0100,0200,E,,Uzbekistan relay,Fr-Su,South Asia,,,United Kingdom,EiBi
9750000,,NHK Radio Japan,1000,1350,J,,Japan,,Far East,,,Japan,EiBi
9750000,,IBRA Radio,1730,1800,SLT,,United Arab Emirates relay,,East Africa,,,Sweden,EiBi
9750000,,Voice of Turkey,1830,1930,E,,Turkey,,Europe,,,Turkey,EiBi
9750000,AM,Abu Dhabi Media Company,0200,0230,Urdu,Dhabayya,United Arab Emirates,1234567,,250,60,United Arab Emirates,HFCC
9750000,AM,Abu Dhabi Media Company,0230,0300,Pushto,Dhabayya,United Arab Emirates,6,,250,60,United Arab Emirates,HFCC
9750000,AM,Nippon Hoso Kyokai,0800,0830,Korean,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
9750000,AM,Nippon Hoso Kyokai,1000,1350,Japanese,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
9750000,AM,Ministry of Information - State of Kuwait,1100,1600,Arabic,KABD,Kuwait,1234567,,250,0,Kuwait,HFCC
9750000,AM,Nippon Hoso Kyokai,1350,1400,Japanese,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
9750000,AM,For new organization,1700,1730,English,Sofia,Bulgaria,1234567,,250,30,Bulgaria,HFCC
9750000,AM,IBRA Radio,1730,1800,Silt'e,Dhabayya,United Arab Emirates,1234567,,250,225,United Arab Emirates,HFCC
9750000,AM,Turkish Radio-TV Corp,1830,1930,English,Emirler,Turkey,1234567,,250,310,Turkey,HFCC
9750000,AM,Korean Broadcasting System,2100,2400,Korean,Kimjae,Korea (Rep. of),1234567,,250,304,Korea (Rep. of),HFCC
9750000,AM,China National Radio,2150,1605,Mongolian,Huhhot,China,1234567,,50,36,China,HFCC
9755000,AM,CNR 2-China Business Radio,1000,1605,Chinese,Baoji-Sifangshan 724,China,1234567,,100,255,CNR2 a26,Aoki
9755000,AM,CNR 2-China Business Radio,2055,2400,Chinese,Baoji-Sifangshan 724,China,1234567,,100,255,CNR2=12080 a26,Aoki
9755000,AM,World Christian Broadc.LaVozAleg,0200,0300,Spanish,Mahajanga 2,Madagascar,1234567,,100,265,MWV KNLS a26,Aoki
9755000,AM,World Christian Broadc.LaVozAleg,0300,0400,Spanish,Mahajanga 2,Madagascar,1234567,,100,250,MWV KNLS a26,Aoki
9755000,,CNR 2 China Business R.,1000,1605,M,,China,,China,,,China,EiBi
9755000,,CNR 2 China Business R.,2055,2400,M,,China,,China,,,China,EiBi
9755000,,CNR 2 China Business R.,2055,0200,M,,China,,China,,,China,EiBi
9755000,,MWV La Voz Alegre,0200,0400,S,,Madagascar,,South Americas,,,Madagascar,EiBi
9755000,AM,Korean Broadcasting System,0000,0100,Korean,Kimjae,Korea (Rep. of),1234567,,250,225,Korea (Rep. of),HFCC
9755000,AM,World Christian Broadcasting (USA),0200,0300,Spanish,Madagascar World Voice,Madagascar,1234567,,100,265,Madagascar,HFCC
9755000,AM,World Christian Broadcasting (USA),0300,0400,Spanish,Madagascar World Voice,Madagascar,1234567,,100,250,Madagascar,HFCC
9755000,AM,China National Radio,1000,1605,Chinese,Baoji,China,1234567,,100,255,China,HFCC
9755000,AM,China National Radio,2055,2400,Chinese,Baoji,China,1234567,,100,255,China,HFCC
9755000,AM,Korean Broadcasting System,2100,2400,Korean,Kimjae,Korea (Rep. of),1234567,,250,225,Korea (Rep. of),HFCC
9760000,AM,BBC,1630,1700,Persian,Al Seela,Oman,1234567,,250,345,BBC a26,Aoki
9760000,AM,CHINA RADIO INTERNATIONAL,1200,1300,English,Kunming-Anning,China,1234567,,500,135,CRI a26,Aoki
9760000,,China Radio Int.,1200,1300,E,,China,,Oceania,,,China,EiBi
9760000,,BBC,1630,1700,FS,,Oman relay,,Iran,,,United Kingdom,EiBi
9760000,AM,China Radio International,1200,1300,English,Kunming,China,1234567,,500,135,China,HFCC
9760000,AM,BBC Worldservice,1630,1700,Persian,A'Seela,Oman,1234567,,250,345,Oman,HFCC
9760000,AM,Radio New Zealand,1745,1900,English,Rangitaiki,New Zealand,1234567,,35,35,New Zealand,HFCC
9760000,AM,Nihon Short-wave Broadc. Co.,2300,0800,Japanese,Tokyo Nagara,Japan,1234567,,50,50,Japan,HFCC
9760000,AM,Nihon Short-wave Broadc. Co.,2300,0800,Japanese,Tokyo Nagara,Japan,1234567,,50,230,Japan,HFCC
9765000,AM,ALL INDIA RADIO,0430,0600,Dari,Delhi (Kingsway),India,1234567,,100,282,AIR a26,Aoki
9765000,AM,CHINA RADIO INTERNATIONAL,0000,0057,Khmer,Nanning 954,China,1234567,,100,200,CRI a26,Aoki
9765000,AM,CHINA RADIO INTERNATIONAL,0200,0227,Pashto,Kashi-Saibagh 2022,TKS,1234567,,100,239,CRI a26,Aoki
9765000,AM,CHINA RADIO INTERNATIONAL,1300,1500,English,Baoji-Xinjie 722,China,1234567,,150,288,CRI a26,Aoki
9765000,AM,CHINA RADIO INTERNATIONAL,1758,1857,Russian,Shijiazhuang 723,China,1234567,,500,315,CRI a26,Aoki
9765000,AM,CHINA RADIO INTERNATIONAL,1900,1957,Portuguese,Beijing 572,China,1234567,,500,257,CRI a26,Aoki
9765000,AM,CHINA RADIO INTERNATIONAL,2300,2400,Khmer,Nanning 954,China,1234567,,100,200,CRI a26,Aoki
9765000,AM,Global Talk America,2030,2100,Hausa,Woofferton,United Kingdom,23456,,250,160,GTA ENC b25 Nov.15-,Aoki
9765000,AM,World Christian Broadc.KNLS,2100,2200,Portuguese,Mahajanga 3,Madagascar,1234567,,100,265,MWV KNLS a26,Aoki
9765000,AM,World Christian Broadc.KNLS,2200,2300,Portuguese,Mahajanga 3,Madagascar,1234567,,100,265,MWV KNLS a26,Aoki
9765000,,China Radio Int.,0000,0100,KH,,China,,South East Asia,,,China,EiBi
9765000,,China Radio Int.,0200,0230,PS,,China,,Afghanistan,,,China,EiBi
9765000,,China Radio Int.,1300,1400,E,,China,,Central Asia,,,China,EiBi
9765000,,China Radio Int.,1400,1500,E,,China,,Central Asia,,,China,EiBi
9765000,,China Radio Int.,1800,1900,R,,China,,East Europe,,,China,EiBi
9765000,,China Radio Int.,2300,2400,KH,,China,,South East Asia,,,China,EiBi
9765000,,CNR1 Jammer/Firedrake,1045,1215,M,,China,,Far East,,,China,EiBi
9765000,,MWV Palavra Alegre,2100,2300,P,,Madagascar,,South Americas,,,Madagascar,EiBi
9765000,,Voice of Turkey,1500,1600,FS,,Turkey,,Iran,,,Turkey,EiBi
9765000,AM,China Radio International,0000,0100,Central Khmer,Nanning,China,1234567,,100,200,China,HFCC
9765000,AM,China Radio International,0200,0230,Pushto,Kashi,China,1234567,,100,239,China,HFCC
9765000,AM,China Radio International,1300,1400,English,Baoji,China,1234567,,150,288,China,HFCC
9765000,AM,China Radio International,1400,1500,English,Baoji,China,1234567,,150,288,China,HFCC
9765000,AM,Turkish Radio-TV Corp,1500,1600,Persian,Emirler,Turkey,1234567,,250,105,Turkey,HFCC
9765000,AM,Japan International Communications,1700,1805,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
9765000,AM,China Radio International,1800,1900,Russian,Shijiazhuang,China,1234567,,500,315,China,HFCC
9765000,AM,For new organization,1900,2000,Multiple languages,Sofia,Bulgaria,1234567,,100,126,Bulgaria,HFCC
9765000,AM,Encompass Digital Media Services,1959,2000,Undetermined,Woofferton,United Kingdom,1,,250,170,United Kingdom,HFCC
9765000,AM,Encompass Digital Media Services,2000,2030,French,Woofferton,United Kingdom,1,,250,170,United Kingdom,HFCC
9765000,AM,Encompass Digital Media Services,2029,2030,Undetermined,Woofferton,United Kingdom,23457,,300,160,United Kingdom,HFCC
9765000,AM,Encompass Digital Media Services,2030,2100,Hausa,Woofferton,United Kingdom,234567,,300,160,United Kingdom,HFCC
9765000,AM,World Christian Broadcasting (USA),2100,2200,Portuguese,Madagascar World Voice,Madagascar,1234567,,100,265,Madagascar,HFCC
9765000,AM,World Christian Broadcasting (USA),2200,2300,Portuguese,Madagascar World Voice,Madagascar,1234567,,100,265,Madagascar,HFCC
9765000,AM,China Radio International,2300,2400,Central Khmer,Nanning,China,1234567,,100,200,China,HFCC
9770000,AM,Radio for Peace International,1930,2030,Persian,Tashkent,Uzbekistan,1234567,,100,236,RSF RFPI a26 Apr.27-,Aoki
9770000,AM,CHINA RADIO INTERNATIONAL,1600,1657,Hakka,Urumqi Hutubi 201,TKS,1234567,,500,212,CRI a26,Aoki
9770000,AM,CHINA RADIO INTERNATIONAL,1700,1800,Cantonese,Xianyang 594,China,1234567,,500,252,CRI a26,Aoki
9770000,AM,KBS WORLD RADIO,0800,1030,English,Kimjae,South Korea,1234567,,100,225,KBS a26,Aoki
9770000,AM,KBS WORLD RADIO,1030,1100,Vietnamese,Kimjae,South Korea,1234567,,100,225,KBS a26,Aoki
9770000,AM,KBS WORLD RADIO,1130,1230,Chinese,Kimjae,South Korea,1234567,,100,225,KBS a26,Aoki
9770000,AM,VOICE OF TURKEY,0400,0555,Turkish,Emirler,Turkey,1234567,,500,310,TRT a26,Aoki
9770000,,China Radio Int.,1600,1700,HK,,China,,South Africa,,,China,EiBi
9770000,,China Radio Int.,1700,1800,CA,,China,,South Africa,,,China,EiBi
9770000,,Radio for Peace Int.,0830,0930,FS,,Uzbekistan relay,,Iran,,,France,EiBi
9770000,,Radio for Peace Int.,1930,2030,FS,,Uzbekistan relay,,Iran,,,France,EiBi
9770000,,KBS World Radio,0800,1030,E,,South Korea,,South East Asia,,,South Korea,EiBi
9770000,,KBS World Radio,1030,1100,VN,,South Korea,,South East Asia,,,South Korea,EiBi
9770000,,KBS World Radio,1130,1230,M,,South Korea,,South East Asia,,,South Korea,EiBi
9770000,,Voice of Turkey,0400,0600,TU,,Turkey,,Europe,,,Turkey,EiBi
9770000,AM,Turkish Radio-TV Corp,0400,0600,Turkish,Emirler,Turkey,1234567,,300,310,Turkey,HFCC
9770000,AM,Korean Broadcasting System,0800,1030,English,Kimjae,Korea (Rep. of),1234567,,100,225,Korea (Rep. of),HFCC
9770000,AM,Korean Broadcasting System,1030,1130,Vietnamese,Kimjae,Korea (Rep. of),1234567,,100,225,Korea (Rep. of),HFCC
9770000,AM,Korean Broadcasting System,1130,1500,Chinese,Kimjae,Korea (Rep. of),1234567,,100,225,Korea (Rep. of),HFCC
9770000,AM,China Radio International,1600,1700,Hakka Chinese,Urumqi,China,1234567,,500,212,China,HFCC
9770000,AM,China Radio International,1700,1800,Cantonese,Xian,China,1234567,,500,252,China,HFCC
9774000,AM,Fu Hsing BS,0600,1100,Chinese,Kuanyin,Taiwan,23456,,10,ND,FHBS a26,Aoki
9774000,,Fu Hsing Bc.Sta.,0600,1100,M,,Taiwan,Mo-Fr,Far East,,,Taiwan,EiBi
9775000,AM,CNR 2-China Business Radio,1100,1605,Chinese,Beijing 491,China,1234567,,150,270,CNR2 a26,Aoki
9775000,AM,CNR 2-China Business Radio,2055,2400,Chinese,Beijing 491,China,1234567,,150,270,CNR2=15270 a26,Aoki
9775000,,CNR 2 China Business R.,0900,1605,M,,China,,China,,,China,EiBi
9775000,,CNR 2 China Business R.,1100,1605,M,,China,,China,,,China,EiBi
9775000,,CNR 2 China Business R.,2055,2400,M,,China,,China,,,China,EiBi
9775000,,CNR 2 China Business R.,2055,0200,M,,China,,China,,,China,EiBi
9775000,AM,China National Radio,1100,1605,Chinese,Beijing,China,1234567,,150,270,China,HFCC
9775000,AM,China National Radio,2055,2400,Chinese,Beijing,China,1234567,,150,270,China,HFCC
9780000,AM,BBC,1730,1750,Amharic,Al Seela,Oman,23456,,250,240,BBC b25,Aoki
9780000,AM,BBC,1750,1810,Oromo,Al Seela,Oman,23456,,250,240,BBC a26,Aoki
9780000,AM,BBC,1810,1830,Tigrinya,Al Seela,Oman,23456,,125,240,BBC a26,Aoki
9780000,AM,BBC,1830,1850,Amharic,Al Seela,Oman,23456,,250,240,BBC b25,Aoki
9780000,AM,BBC,1850,1910,Oromo,Al Seela,Oman,23456,,250,240,BBC a26,Aoki
9780000,AM,BBC,1910,1930,Tigrinya,Al Seela,Oman,23456,,125,240,BBC a26,Aoki
9780000,AM,CNR 2-China Business Radio,1130,1605,Chinese,Nanning 954,China,1234567,,100,142,CNR2 a26=9570,Aoki
9780000,AM,PBS Qinghai,0600,0900,Chinese,Xining,China,12.4567,,50,270,QHTB a22,Aoki
9780000,AM,PBS Qinghai,0900,1600,Chinese,Xining,China,1234567,,50,270,QHTB a22,Aoki
9780000,AM,PBS Qinghai,2100,0600,Chinese,Xining,China,1234567,,50,270,QHTB a22,Aoki
9780000,AM,R.NEW ZEALAND INT.(DRM),1651,1858,English(Digital),Rangitaiki,New Zealand,123456,,35,325,RNZ a26,Aoki
9780000,,China National Radio 1,1130,1605,M,,China,,China,,,China,EiBi
9780000,,PBS Qinghai,0600,0900,M,,China,We-Mo,China,,,China,EiBi
9780000,,PBS Qinghai,0900,1600,M,,China,,China,,,China,EiBi
9780000,,PBS Qinghai,2200,0600,M,,China,,China,,,China,EiBi
9780000,,BBC,1730,1750,AH,,Oman relay,Mo-Fr,East Africa,,,United Kingdom,EiBi
9780000,,BBC,1750,1810,OO,,Oman relay,Mo-Fr,East Africa,,,United Kingdom,EiBi
9780000,,BBC,1810,1830,TIG,,Oman relay,Mo-Fr,East Africa,,,United Kingdom,EiBi
9780000,,BBC,1830,1850,AH,,Oman relay,Mo-Fr,East Africa,,,United Kingdom,EiBi
9780000,,BBC,1850,1910,OO,,Oman relay,Mo-Fr,East Africa,,,United Kingdom,EiBi
9780000,,BBC,1910,1930,TIG,,Oman relay,Mo-Fr,East Africa,,,United Kingdom,EiBi
9780000,,RNZ Pacific DIGITAL,1651,1858,E,,New Zealand,Su-Fr,Oceania,,,New Zealand,EiBi
9780000,,RNZ Pacific DIGITAL,1710,1720,COK,,New Zealand,Mo-Fr,Oceania,,,New Zealand,EiBi
9780000,,RNZ Pacific DIGITAL,1759,1858,E,,New Zealand,Su-Fr,Oceania,,,New Zealand,EiBi
9780000,,RNZ Pacific DIGITAL,1840,1850,SM,,New Zealand,Su-Th,Oceania,,,New Zealand,EiBi
9780000,,RNZ Pacific DIGITAL,1852,1858,NIU,,New Zealand,Mo-Fr,Oceania,,,New Zealand,EiBi
9780000,AM,China National Radio,1130,1605,Chinese,Nanning,China,1234567,,100,142,China,HFCC
9780000,AM,Radio New Zealand,1645,1900,English,Rangitaiki,New Zealand,1234567,,35,35,New Zealand,HFCC
9780000,AM,BBC Worldservice,1730,1750,Amharic,A'Seela,Oman,23456,,250,240,Oman,HFCC
9780000,AM,BBC Worldservice,1750,1810,Oromo,A'Seela,Oman,23456,,250,240,Oman,HFCC
9780000,AM,BBC Worldservice,1810,1830,Tigrinya,A'Seela,Oman,23456,,250,240,Oman,HFCC
9780000,AM,BBC Worldservice,1830,1850,Amharic,A'Seela,Oman,23456,,250,240,Oman,HFCC
9780000,AM,BBC Worldservice,1850,1910,Oromo,A'Seela,Oman,23456,,250,240,Oman,HFCC
9780000,AM,BBC Worldservice,1910,1930,Tigrinya,A'Seela,Oman,23456,,250,240,Oman,HFCC
9780000,AM,China National Radio,2200,1600,Chinese,Xining,China,1234567,,50,270,China,HFCC
9785000,AM,KBS WORLD RADIO,1400,1600,English,Kimjae,South Korea,1234567,,250,264,KBS a26,Aoki
9785000,AM,CHINA RADIO INTERNATIONAL,1130,1227,Thai,Kunming-Anning 501,China,1234567,,150,191,CRI a26,Aoki
9785000,AM,CHINA RADIO INTERNATIONAL,1230,1330,Laotian,Kunming-Anning 501,China,1234567,,150,191,CRI a26,Aoki
9785000,AM,CHINA RADIO INTERNATIONAL,1330,1430,Thai,Kunming-Anning 501,China,1234567,,150,191,CRI a26,Aoki
9785000,AM,CHINA RADIO INTERNATIONAL,1430,1530,Laotian,Kunming-Anning 501,China,1234567,,150,191,CRI a26,Aoki
9785000,AM,CNR 8,0600,0800,Korean,Beijing 491,China,123.567,,100,63,CNR8 a26,Aoki
9785000,AM,CNR 8,0800,0900,Chinese,Beijing 491,China,123.567,,100,63,CNR8 a26,Aoki
9785000,AM,CNR 8,0900,1400,Korean,Beijing 491,China,1234567,,100,63,CNR8 a26,Aoki
9785000,AM,CNR 8,1400,1505,Chinese,Beijing 491,China,1234567,,100,63,CNR8 a26,Aoki
9785000,,China National Radio 8,0600,0800,K,,China,Th-Tu,China,,,China,EiBi
9785000,,China National Radio 8,0800,0900,M,,China,Th-Tu,China,,,China,EiBi
9785000,,China National Radio 8,0900,1400,K,,China,,China,,,China,EiBi
9785000,,China National Radio 8,1400,1505,M,,China,,China,,,China,EiBi
9785000,,China Radio Int.,1130,1230,T,,China,,South East Asia,,,China,EiBi
9785000,,China Radio Int.,1230,1330,LAO,,China,,South East Asia,,,China,EiBi
9785000,,China Radio Int.,1330,1430,T,,China,,South East Asia,,,China,EiBi
9785000,,China Radio Int.,1430,1530,LAO,,China,,South East Asia,,,China,EiBi
9785000,,KBS World Radio,1400,1600,E,,South Korea,,South Asia,,,South Korea,EiBi
9785000,AM,China National Radio,0600,1505,Korean,Beijing,China,1234567,,100,63,China,HFCC
9785000,AM,China Radio International,1130,1230,Thai,Kunming,China,1234567,,150,191,China,HFCC
9785000,AM,China Radio International,1230,1330,Lao,Kunming,China,1234567,,150,191,China,HFCC
9785000,AM,China Radio International,1330,1430,Thai,Kunming,China,1234567,,150,191,China,HFCC
9785000,AM,Korean Broadcasting System,1400,1700,English,Kimjae,Korea (Rep. of),1234567,,250,264,Korea (Rep. of),HFCC
9785000,AM,China Radio International,1430,1530,Lao,Kunming,China,1234567,,150,191,China,HFCC
9785000,AM,Korean Broadcasting System,2300,2400,Korean,Kimjae,Korea (Rep. of),1234567,,250,275,Korea (Rep. of),HFCC
9790000,AM,CHINA RADIO INTERNATIONAL,0300,0400,English,Quivican,Cuba,1234567,,250,305,CRI a26,Aoki
9790000,AM,CHINA RADIO INTERNATIONAL,0400,0457,Cantonese,Quivican,Cuba,1234567,,250,305,CRI a26,Aoki
9790000,AM,R.FRANCE INT.,2000,2200,French,Issoudun,France,1234567,,250,185,RFI a26,Aoki
9790000,,China Radio Int.,0300,0400,E,,Cuba relay,,Western North America,,,China,EiBi
9790000,,China Radio Int.,0400,0500,CA,,Cuba relay,,Western North America,,,China,EiBi
9790000,,Radio France Int.,2000,2100,F,,France,,West Africa,,,France,EiBi
9790000,,Radio France Int.,2100,2200,F,,France,,West Africa,,,France,EiBi
9790000,,IRIB Voice of I.R.Iran,0050,0220,TJ,,Iran,,Central Asia,,,Iran,EiBi
9790000,,IRIB Voice of I.R.Iran,0050,0220,TJ,,Iran,,Central Asia,,,Iran,EiBi
9790000,,IRIB Voice of I.R.Iran,1220,1320,PS,,Iran,,Central Asia,,,Iran,EiBi
9790000,,IRIB Voice of I.R.Iran,1320,1420,KU,,Iran,,Middle East,,,Iran,EiBi
9790000,,Radio Taiwan Int.,1700,1730,R,,Bulgaria relay,,East Europe,,,Taiwan,EiBi
9790000,AM,Islamic Republic of Iran Broadcasting,0050,0220,Tajik,Sirjan,Iran (Islamic Rep. of),1234567,,500,65,Iran (Islamic Rep. of),HFCC
9790000,AM,Islamic Republic of Iran Broadcasting,0050,0220,Tajik,Sirjan,Iran (Islamic Rep. of),1234567,,500,40,Iran (Islamic Rep. of),HFCC
9790000,AM,China Radio International,0300,0400,English,La Habana,Cuba,1234567,,250,305,Cuba,HFCC
9790000,AM,China Radio International,0400,0500,Cantonese,La Habana,Cuba,1234567,,250,305,Cuba,HFCC
9790000,AM,Islamic Republic of Iran Broadcasting,1220,1320,Pushto,Sirjan,Iran (Islamic Rep. of),1234567,,500,40,Iran (Islamic Rep. of),HFCC
9790000,AM,Islamic Republic of Iran Broadcasting,1320,1420,Kurdish,Sirjan,Iran (Islamic Rep. of),1234567,,500,298,Iran (Islamic Rep. of),HFCC
9790000,AM,Broadcasting Serv. of the Kingdom of Saudi Arabia,1400,1800,Arabic,Riyadh,Saudi Arabia,1234567,,100,0,Saudi Arabia,HFCC
9790000,AM,Radio Russia,1500,1900,Russian,Moskva,Russia,1234567,,250,240,Russia,HFCC
9790000,AM,For new organization,1700,1730,English,Sofia,Bulgaria,1234567,,250,30,Bulgaria,HFCC
9790000,AM,Radio France Internationale,2000,2100,French,Issoudun,France,1234567,,250,185,France,HFCC
9790000,AM,Radio France Internationale,2100,2200,French,Issoudun,France,1234567,,250,185,France,HFCC
